,text,claim,emotion
19121,"These ?scientists? have already reached their conclusion that global warming is real and progressing, despite the inconvenient truth that global temperatures have not risen over the past 15 years, even with increasing carbon dioxide emissions. ?Who pressed the pause button?? on global warming, asks The Economist.",1_4,curiosity
19123,Wall Street Journal article A Reprieve From Climate Doom no reason not to disband the useless and harmful IPCC,5_2,gratitude
19129,"That is why it is so important that Fred Singer has now publicly declared that CO2 does not affect Global temperature, and Pierre Latour has helped him along the way by providing an algebraic proof.",2_3,neutral
19133,"In contrast to the crazed, paranoid, lefty-loon rants of an obviously disturbed, anti-science journalist, what do actual scientists say about global warming....let's summarize with a favorite...",5_2,neutral
19134,"A recent report by the California Air Resources Board claims that the state??s plan to reduce global warming emissions will save consumers $14 billion in fuel costs, thanks to increased fuel efficiency. But according to an article in the Orange County Register by policy analyst William Yeatman, the costs have been underestimated, while the benefits are overblown. For starters, the California board used the highest possible estimate for future gas prices, even through increased fuel-efficiency would lower the price of fuel. In addition, since lower fuel costs are an incentive for more driving, this plan would likely increase air pollution and traffic in California cities, and would even lead to more deaths on the highway due to lighter cars.",4_1,gratitude
19135,"???Coldest start to May for more than 70 years.?? In fact, temperatures could hit the lowest ever recorded for May.",1_3,curiosity
19141,"America depends on abundant, reliable, affordable energy 85% of it hydrocarbons. Coal generates half of all US electricity, and up to 90% in its manufacturing heartland versus 1% from wind and solar. Newfound natural gas supplies promise a sea change in US energy supplies and electricity generation. However, oil still powers transportation, shipping and petrochemicals and in 2010 the United States exported $337 billion to import 61% of this precious liquid fuel.",4_5,neutral
19142,"Looking at 1,000 years of temperature records, researchers found that natural variability in surface temperatures over the course of just a decade can account for increases and dips in warming rates. Researchers said that variability could be caused by interactions between the ocean and atmosphere, or other natural factors.",2_1,neutral
19146,"The picture below is my UHImeasurementlocation. On a still clear night, temperatures are typically 5-10F cooler near the fire station on the right, than they are at the Safeway parking lot across the intersection (traffic light is inside the red circle.)",5_1,neutral
19150,"Over the last twoweeks, Arctic sea ice extent has taken a sharp turn towards the median, and is now nearly the highest in a decade for the date.",1_1,realization
19155,Scientists are struggling to explain a slowdown in climate change that has exposed gaps in their understanding and defies a rise in global greenhouse gas emissions.,1_4,neutral
19158,"The 20th century may not have been so extraordinarily hot after all, according to a climate study of the last thousand years, which confirms historical accounts of fig trees growing in Germany and early grape harvests in England during medieval times.",2_1,neutral
19160,"Beyond these issues of politics and semantics, the entire ethanol quandary illustrates a powerful point about the current climate for energy subsidies and innovationmoney tends to flow to politically popular but inefficient programs such as corn-based ethanol productionBut even if, on their own terms, they could address energy security needs (and one should be very dubious of corn ethanol's role here) as soon as they actually are implemented at large scale, they become too politically visible to continue.",4_2,realization
19167,"Since the 2005 hysterics from the experts, the US has experienced the quietest period on record for hurricanes.",1_7,neutral
19177,"Its like weather prediction for tomorrow; you only believe it when you get to tomorrow. Weather is very difficult to predict; climate involves weather plus all these other components of the climate system, ice, oceans, vegetation, soil etc . Why should we think we can do better with climate prediction than with weather prediction? To me its obvious, we cant!",5_1,confusion
19182,"The ideal1000-year cycle is varied by the 230-year cycle, which in turn gets varied by the 65-year oceanic cycle, which is depicted in Figure 1. Added to these cycles are the various typically non-cyclical events such as the ENSO, volcanic eruptions, etc. Figure 3 shows the temperature curve for the last 165 years along with the 230-year cycle and the effect of the 65-year ocean cycle. The current temperature values fluctuate by plus/minus 0.2C due to the effects of ENSO, sunspot activity, volcanic eruptions, etc.",2_1,neutral
19183,"As one organisation after another jumps, or is pushed, into producing public assessments of the climate change issue, we see the same small group of activist-scientists in the background. We see them providing briefings to federal and state politicians. We see them as primary advisers to supposedly independent organisations such as the Australian Academy of Science. We see them involved in programs to introduce school children to the dangers of a carbon footprint. Generally we see them in what agricultural science used to call extension activities although in the case of climate change much of the extension effort is devoted to convincing the various audiences that there is indeed a problem worth doing something about.",5_2,neutral
19191,"Scott Armstrong of Wharton School, University of Pennsylvania, has issued a public $20,000 challenge to Al Gore on the accuracy of climate forecasting. link",5_2,neutral
19192,"Dr. Moniz understands the clear environmental benefits associated the safe development and use of clean-burning American natural gas, a Marcellus Shale Coalition spokesman told The Washington Examiner.",4_5,approval
19199,"However, any such survey would be of no more scientific value than that of Cook. As the planet continues to fail to warm at anything like the rate that the usual suspects have so confidently but unwisely over-predicted, it will eventually become apparent to all that science was not, is not, and will never be done by mere headcount.",5_1,realization
19203,"By way of answering the question: ""Why are the costs of wind and solar so much higher, and the benefits not much different from other low-carbon alternatives?"" the Brookings study states: ""The benefits of reduced emissions from wind and solar are limited because they operate at peak capacity only a fraction of the time.""",4_4,neutral
19207,"When arguing for scenario (B)ullshit theyclaimthat CO2 emission trends have been reduced linear , but when it suits their needs they change thestoryto super exponential.",5_2,neutral
19210,"CO2 concentration, meanwhile, continues its upward trend. And it is this disconnect between rising CO2 concentration and stable near-surface temperatures that makes the present long hiatus in global warming more significant than the previous periods of a decade or more without warming over the 163 years of global mean surface temperatures. In none of the previous periods was CO2 concentration either as high or rising as fast as it is today.",2_3,realization
19214,"When confronted with themajor issues I havepresented, the Berkeley Earth, NASA and NOAA people demonstrate that their only interest is producing graphs showing warming while maintaining some appearance of plausible deniability.",5_2,neutral
19217,"The NCPA study, ???compares the worldwide benefits of U.S. reduction of CO 2 emissions with the worldwide costs.?? The benefits are ???the economic value of the avoided environmental damage that might arise from global warming,?? and the costs are the ???economic opportunities lost as a result of using less fossil fuel.?? According to the study, the benefits of reducing energy use only justifies a reduction of CO 2 emissions equal to 14 percent of that required by the Kyoto Protocol. That is, Kyoto requires seven times more CO 2 reduction than can be justified.",4_1,neutral
19219,"Its very hard to overlook the fact that, over the past decade, climate models are simulating way too much warming and are diverging rapidly from reality.",5_1,realization
19222,"3. Keep the record in front of you. Temperatures have plateaued, albeit at a high level, despite vast increases in emissions.",1_4,neutral
19231,"So much for land use. As far as our GHG emissions are concerned, there is evidence that they increase the temperature a little. But the warming effect of carbon dioxide is a reducing one, meaning that as its level increases, more and more CO2 is required to produce a unit of warming. More and more CO2 will not warm the planet more and more, but less and less.",2_3,neutral
19233,"After one year of atmospheric CO 2 enrichment, the growth rate of dominant canopy pine trees was about 24% greater than that of trees grown in ambient CO 2 , in spite of the likelihood of soil nutrient limitations and a severe summer drought (rainfall in August 1997 was about 90% below the 50-year average). In addition, atmospheric CO 2 enrichment increased the biomass of canopy pines by about 14%. However, elevated CO 2 had no significant impact on the growth rate or biomass of the four most abundant understorey species (loblolly pine, sweetgum, winged elm and red maple) located within the study plots. What it means",3_3,neutral
19234,"The Great Pause may well come to an end by this winter. An el Nio event is underway and would normally peak during the northern-hemisphere winter. There is too little information to say how much temporary warming it will cause, though. The temperature spikes of the 1998, 2007, and 2010 el Nios are evident in Figs. 1-4.",1_4,realization
19236,NASA has released its latest sea ice report . These are tough times for climate alarmists. The truth is: Theres a lot more sea ice out there this year than they ever imagined .,1_1,neutral
19238,"She also indicated that the episode would showcase the potential for oil drilling in Alaskas Article National Wildlife Refuge. Youll also see us hunting at the edge of ANWR, Palin promised, where you can see the uninhabited lands that warehouse billions of barrels of American energy supplies underground just waiting for the political will to allow responsible resource development.",4_5,optimism
19247,"His Holiness, the Green Pope (Al Gore) predicted that the Arctic see would be ice-free this year . The National Oceanic and Atmospheric Administration (NOAA) also gives a lot of attention to the unprecedented melting of the North Pole.",5_2,approval
19248,"As readers here know, the claims of statistical significance in the global temperature records are based on an assumption that the Earth's temperature can be approximated by the AR1 statistical model, an assumption that can apparently be readily shown to be incorrect. As Doug Keenan points out in an email, Slingo's final claim - that the overwhelming majority of leading climate scientists agree that the Earth is definitely warming - is 'technically true, but irrelevant if none of those scientists knows how to determine whether such warming is significant'.",5_1,approval
19249,"We believe the Canadian public and government decision-makers need and deserve to hear the whole story concerning this very complex issue. It was only 30 years ago that many of todays global-warming alarmists were telling us that the world was in the midst of a global-cooling catastrophe. But the science continued to evolve, and still does, even though so many choose to ignore it when it does not fit with predetermined political agendas.",5_2,realization
19251,"Professor Bengtssons resignation shows that the alleged consensus on dangerous global warming involves suppressing dissent by academic bullying. He emphasises that there is no consensus about how fast and how far greenhouse warming will go, let alone what can be done in response.",5_1,neutral
19260,"As I said to Andy Revkin (and he published on his blog), the additional decade of temperature data from 2000 onwards (even the AR4 estimates typically ignored the post-2000 years) can only work to reduce estimates of sensitivity, and that??s before we even consider the reduction in estimates of negative aerosol forcing, and additional forcing from black carbon (the latter being very new, is not included in any calculations AIUI). It??s increasingly difficult to reconcile a high climate sensitivity (say over 4C) with the observational evidence for the planetary energy balance over the industrial era.",3_1,neutral
19261,"But it gets worse! On top of GHCN adjustments, GISS have substantially INCREASED the warming trend at Reykjavik for UHI, instead of REDUCING it. The Iceland Met confirm there have been no station changes etc that would justify this. But when I challenged Reto Ruedy, he was unable to explain it either.",5_1,disgust
19264,"Briffa and Osborn 1999 contain a number of sensible caveats about the Mann and other reconstructions, raising caution about the role of bristlecones ( the ???amplitude series relating to the first principal component of a group of high-elevation tree-ring chronologies in the western United States??) in the Mann reconstruction and readers are referred to the original here .",5_1,curiosity
19265,"* What does this mean? For two-thirds of the questions asked, scientific opinion is DEEPLY DIVIDED, and in half of those cases, most scientists DISAGREE with positions that are at the foundation of the alarmist case. There is certainly NO CONSENSUS on the science behind the global warming scare.",5_1,disapproval
19266,"Less Carbon, Higher Prices: How Californias Climate Policies Affect Lower-Income Residents",4_1,neutral
19272,"Richard Keen at the University of Colorado was the first to notice the changes. On December 5, he published this report comparing his own research into the climate of Alaska with the official version of the UN Intergovernmental Panel for Climate Change (IPCC). He found no evidence of warming in Alaska over the past three decades, and no substantial difference in average temperature between 1935-1944 and the present time. Overall he found a warming trend of 0.69 Kelvin per century over the span of the twentieth century???while the GHCN dataset projects a warming trend of 2.83 K/century. (The Kelvin is the International System equivalent of a Celsius degree.)",1_4,neutral
19273,"When the models have been tested by looking backwards and trying to reproduce past climate which we know, they fail miserably. The observed 20th-century temperature increase was 0.6 C. However, the UN climate models predict a 20th-century increase of 1.6 C to 3.75C more than 2.5 to 6.3 times the observed rate of change.",5_1,disapproval
19278,"The authors note that ""the longevity and persistence of clonal plant populations are believed to enhance community stability and ecosystem resilience to climate change,"" citing Steinger et al . (1996), Grabherr and Nagy (2003), and Guisan and Thuiller (2005), while adding that ""stability and resilience are thought to be high in arctic and alpine ecosystems, where more than 50% of the plant species are able to reproduce clonally (Korner, 2003)."" Thus, ""to better understand their ecology, as well as their persistence through past climatic oscillations and their potential resistance to future climate change,"" de Witte et al . say they ""chose to investigate diversity, structure and age in arctic-alpine clonal plant populations.""",3_2,neutral
19280,"Since the Earth hit 350 ppm, temperatures in Dublin have been falling faster than four degrees per century.",1_3,realization
19281,"The Obama Administration has been implementing an anti-energy agenda since coming to Washington. From day one, Obama and his ???dream ???green?? team?? have worked to increase the cost of traditional energy to reduce usage and try to make uneconomic consumer-rejected energy (wind, solar, ethanol, electric vehicles) more economic.",4_1,curiosity
19282,"In a joint press conference NOAA and NASA have just released data for the global surface temperature for 2013. In summary they both show that the pause in global surface temperature that began in 1997, according to some estimates, continues. Statistically speaking there has been no trend in global temperatures over this period. Given that the IPCC estimates that the average decadal increase in global surface temperature is 0.2 deg C, the world is now 0.3 deg C cooler than it should have been. ???David Whitehouse, The Global Warming Policy Foundation, 21 January 2014",1_4,neutral
19283,"They published 2 papers on the subject in the journal European Geophysical Union (EGU) , . According to the 2 scientists, climate is often cyclic. The first study appeared in February 2013 and it examined six of the longest existing thermometer data seriesrecorded in Europe, as well asone dataset from an Antarctic ice core and another from a data series extracted from stalagmites. The datasets were covered the period of 1757 2010.",2_1,neutral
19286,"Antarctic sea ice extent at the end of July was the highest on record for that day, growing to 18.077 million sq km. The previous record of 17.783 was set in 2010, whilst the 1981-2010 average was 16.869.",1_1,neutral
19292,"This claim, by the way, is already falling apart. As Steven McIntyre explains, one of the examples Mann cites is a British panel that did not actually investigate Mann?its focus was on the University of East Anglia's Climatic Research Unit, the epicenter of ""Climategate""?and in its announcement of its results criticized Mann's methods as ""inappropriate"" and his results as ""exaggerated."" At the time, Mann felt so exonerated that he sent harassing e-mails to the scientist who made that remark, demanding a retraction and an apology. Mann then went on to tell the BBC that such a retraction was forthcoming. It wasn't. All of which tells you a great deal about Professor Mann's credibility.",5_2,neutral
19293,"Don Easterbrook, writing on Watts Up With That , shows a graph of a Greenland ice core derived temperatures for the last 10,000 years, which shows that the majority of that period was warmer than today (2010 ranks about 9000th):",2_1,neutral
19297,"Wind turbines hurt more than birds. On June 16, a Michigan judge agreed with residents who live near the 56-turbine Lake Winds facility and who complained of health problems that began just after the turbines began operating. A lawsuit filed on April 1, 2013 argued that noise, vibrations, and flickering lights emanating from Lake Winds were adversely affecting their health.",4_4,approval
19298,"But the public is being told otherwise by global-warming alarmists, who in recent years have tried to ramp up the fright factor of their message with claims that an increase in global temperatures will also result in a dramatic increase in heat-related deaths. This motive may have provided the impetus for recent reporting on the climate death map.",5_2,realization
19299,"Third, that other tide gauges, scattered around Australia as part of the national tidal network, mostly record rates of long-term rise between about 0.5mm and 2.5mm a year with no change in behaviour in the late 20th century that might reflect a human (global warming) influence.",1_6,neutral
19304,"On that occasion it took 10,000 years for the temperature to rise by 6C. There were mass extinctions, but the timescale gave some plants and animals time to adapt and move north and south to survive. Many species evolved quickly dwarfism being one of the most widespread and successful strategies.",3_2,realization
19308,"Hilariously, the Telegraph has published an article promoting Stephan Lewandowsky's ""conspiracy theorist"" paper - you know, the one that surveyed readers at all the main non-sceptic blogs and discovered that sceptics were all conspiracy theorists (see first comment here ).",5_2,amusement
19312,"And now, even though CO2 levels continue to rise, temperatures have stayed steady or even declined.",1_4,neutral
19314,"while ignoring that there is no evidence that climate has become more variable or extreme , paleoclimate evidence shows extreme weather is more common during cold periods,and many climate models predict less extreme weather in a warmer climate.",1_7,neutral
19319,Spencer gives us a graph of temperatures from 1950 to 2010 that shows an increase of about 1.8 degrees centigrade over 60 years for a DT/dt = 0.03 Degrees Centigrade per year. He then presents a chart documenting a decreasing trend that shown US F3 to F5 tornadoes dropping from 43 to 27 in a fairly consistent linear progression. This gives us a DN/dt = -0.267 F3 to F5 tornadoes per year.,1_7,neutral
19322,"ICSC chief science advisor, Professor Bob Carter of James Cook University in Queensland, Australia and author of the best selling book, Climate: the Counter Consensus explained, Science has yet to provide unambiguous evidence that problematic, or even measurable, human-caused global warming is occurring. The hypothesis of dangerous man-made climate change is based solely on computerized models that have repeatedly failed in practice in the real world.",5_1,disapproval
19324,"When people say the science is settled, they generally mean greenhouse gas theory. But that means only the nudge is settled. What is far from settled is the second theory of strong net positive feedback in the climate, ie the theory the climate is perched on top of a hill. It is unusual for long-term stable but chaotic systems to be dominated by such strong positive feedbacks. In fact, only the most severe contortions allow scientists to claim their high-sensitivity models of catastrophic warming are consistent with the relatively modest warming of the past century.",3_1,neutral
19325,"7.	""Climate change is no destiny; it is a consequence of a lack of responsibility "" No, climate change is most likely a consequence of natural solar radiation variations.",2_1,neutral
19326,"In conclusion, I guess what surprised me the most was how stale the data was in GHCN v2. In answer to Willis?? FOI request, the University of East Anglia said that all the Jones station data was available online at GHCN v2. If that??s the case, is CRU also using stale station data? With so much stale data, I wonder how many series are actually driving the temperature results in this area.",5_1,surprise
19327,"The current biofuel craze is another case in point. Greens have long favored government mandates to convert corn into motor fuel. They claim this will cut into our supposed addiction to oil, while minimizing harmful greenhouse gas emissions from our tailpipes. The Greens got their wish, and in recent years Congress has ordered billions of gallons of ethanol to be introduced into our fuel supply. European nations have passed similar biofuel mandates to fight global warming.",4_4,neutral
19333,3. There was an Ice Age 450 million years ago when CO2 was about 10 times higher than it is today.,2_1,realization
19334,"The insights of these two scientists would seem to be unknown to far too many advocates of AGW/climate change who seem incapable of confronting anomalies spawned by increasing knowledge of phenomena like cloud cover, sun spots, and cosmic radiation.",5_2,disapproval
19336,"Nevertheless, it is absolutely clear that there is no evidence that there is a trend of growing extremes and more disasters, and that fits with what scientists have long said about global warming.",1_7,neutral
19337,"So are todays temperatures unprecedented? Monckton talks about the Medieval Warm Period. The UN IPCC report of 1990 showed a clear Medieval Warm Period (MWP) and a Little Ice Age (LIA), but the IPCC 2001 report showed the Hockey Stick graph 6 times in colour with no MWP. So how was this achieved? Data showing a hockey stick shape from Sheep Mountain in California was given 390 times the weighting of the data Mayberry Slough in Arizona, which had a MWP.",5_1,curiosity
19345,"The normalization of TA and DIC to a constant salinity subdues the buffering provided by salinity; while amplifying the acidification effect of increasing CO2. A realistic treatment of salinity, yields an insignificant lowering of pH from a doubling of pre-industrial CO2. Chicken Little of the Sea does not appear to be very dangerous.",3_2,neutral
19357,"For a fuller account see Andrew Montfords The Unintended Consequences of Climate Change Policy . The Danish statistician/economist, Bjorn Lomberg , believes in AGW but also believes that resources used to deal with it would be better expended for the Third World poor by improving water supplies, agricultural resources and dealing with disease.",4_2,neutral
19358,"Question 2 (for Times Colonist editor Lucinda Chodan): IPCC reports are subject to ""review by governments."" This does not mean that government does what it wishes after the IPCC reports are published, as is proper; governments get to determine what the scientific results will be before they are published. In other words, the IPCC is subject to a political agenda. My question is: Would you agree to be the editor in chief of a newspaper that was subject to ""review by governments""? Would you trust such a newspaper?",5_2,curiosity
19360,"Following massive aboveground destruction caused by both fires and hurricanes , atmospheric CO 2 enrichment is able to bring scrub-oak ecosystems back from the brink of death , so to speak, to once again flourish, as the life-giving gas stimulates root production and the acquisition of needed-but-scarce soil nutrients?? Read",3_3,neutral
19362,"As an example, when demand is 40GW, and nuclear/hydro/bio are contributing 20GW, only 20GW will be needed from wind, less than a third of the implied capacity. Wind farms simply will not find it economical to operate at such low levels, which presumably means they will be paid huge subsidies, on top of existing ones, to switch off. All of which, of course, will have to be paid for by the long suffering consumer.",4_4,neutral
19363,"But for 18 years, despite the Met Offices increasingly desperate attempts to claim otherwise, those cussed temp-eratures have simply refused to rise in tandem, as their computer models predicted they should have done.",1_4,neutral
19369,"This is what happened in July 2012. Then, NCDC records indicated that the United States was less cool at night than in July 1936, therefore, the average they computed for July 2012 was higher than in 1936. Yet, Roy Spencer of the University of Alabama at Huntsville demonstrated that NCDC records show daytime high temperatures in July 1936 far surpassed those of 2012. July 2012 was not the warmest month in the American 118-year instrumental record.",2_1,neutral
19371,Climate change lobby wants to kill free speech,5_2,disapproval
19378,"Rebuttal: Bob Tisdale shows how ""Forecast the Facts? Brad Johnson and now Dr. Heidi Cullen are fecklessly factless about ocean warming and the blizzard Dear Chicken Little: ""The Sky Is Falling (It's Snowing) But Sea Surface Temperature Anomalies Off New England Are NOT Unusual'",5_2,neutral
19385,"So, a few months ago a website called Scholars and Rogues published an incredibly lame attempt by Brian Angliss to show why nobody needed to read The Hockey Stick Illusion, citing the low number of emails that were leaked as evidence that we didn??t have enough evidence. When Steve Mosher pointed out that a crooked accountant probably had numerous accurate transactions to his credit, but that only one was needed to prove him criminal, Mr. Angliss and Scholars and Rogues sort of went away.",5_2,neutral
19386,"Introducing their intriguing study, Reef and Lovelock (2014) write that specific leaf area or SLA - which is the ratio of leaf area to weight - is ""a key indicator of CO 2 -induced changes in photosynthetic activity and growth,"" citing Cornelissen et al . (1999), Medlyn et al . (1999), Yin (2002) and Poorter and Navas (2003), due to the fact that ""species that respond more strongly to elevated CO 2 (e.g. grow more rapidly or assimilate more carbon) also show steeper declines in SLA as CO 2 increases,"" citing Cornelissen et al . (1999). And they also note, in this regard, that ""tree species with initially higher SLA values respond more strongly, in terms of photosynthesis and/or growth to elevated CO 2 than tree species with initially lower SLA,"" once again citing the study of Cornelissen et al . (1999) as well as the newer work of Ali et al . (2013).",3_3,neutral
19389,Hide the lies generated lawsuits between climate science believers (what kind of real science requires belief ?) and skeptics of dangerous man-made planetary warming along with ridiculous conspiracy theories such as Big Oil hired evil hackers in a plot to discredit angelic climate scientists.,5_2,neutral
19390,"Although he admitted Greenpeace had released inaccurate but alarming information, Leipold defended the organizations practice of emotionalizing issues in order to bring the public around to its way of thinking and alter public opinion.",5_2,approval
19391,"The challenge to the IPCC community, now that their duplicity has been exposed, is to communicate to all of us why the peer-reviewedpapers thatwe documented, and that were available in time for the IPCC review process,were considered bad papers and thus ignored in the IPCC report. A balancedassessment would comment on these papers, and provide the reason they disagree with their results.",5_2,disapproval
19393,"230 million years ago, when the land was dominated by dinosaurs, the oceans were controlled by coccolithophores , one-celled marine plants (a kind of phytoplankton). Tomorrow, a peer-reviewed paper in Science M. Debora Iglesias-Rodriguez, Paul R. Halloran & their 11 disciples: Phytoplankton Calcification in a High-CO2 World will argue that according to lab tests as well as direct observations of the sea bed, coccolithophores thrive. Over the past 220 years, their volume has increased by 40% or so. They are a cornerstone of the ecosystem. For example, they help to remove carbon and lock it in rocks as they die and sink.",3_2,neutral
19407,"According to the temperature records kept by the UK Met Office (and other series are much the same), over the past 150 years (that is, from the very beginnings of the Industrial Revolution), mean global temperature has increased by a little under a degree centigrade according to the Met Office, 0.8C. This has happened in fits and starts, which are not fully understood. To begin with, to the extent that anyone noticed it, it was seen as a welcome and natural recovery from the rigours of the Little Ice Age. But the great bulk of it 0.5C out of the 0.8C occurred during the last quarter of the 20th century. It was then that global warming alarmism was born.",5_2,realization
19411,Australian Meteorologists Caught Fudging Temperature Measurements,5_2,neutral
19412,"Which leads to Impossible Outcome 3. In greenhouse physics, the sky responds to the surface by matching its temperature and emission. The surface then responds to the sky by getting warmer and radiating twice as much as it would without the influence of greenhouse gases. But then, why is it that these gases cease to respond to the surfaces higher temperature and emission? Facing a body thats radiating 478 W/m, this infrared-absorbing layer should supposedly stay in character and radiate 478 W/m back to the surface and another 478 W/m out to space. Yet it stubbornly remains at -18 although the surface it responds to has reached 30.",2_3,neutral
19419,"There are substantial shorter term fluctuations in temperature, and since about 1850 world temperatures have been recovering from a Little Ice Age up by about +0.7C up until the year 2000. These fluctuations have correlated well with solar activity observable by the number of sunspots. There was a particularly active solar period from about 1970 onward coinciding well with sunspot cycles 21 22 23: it led to comparatively rapid warming.",2_1,neutral
19422,"In fact, if the chart went further back, you??d see that temperatures have been warmer than today for most of geologic history.",2_1,curiosity
19427,"A new paper published in the Journal of Geophysical Research Atmospheres finds Arctic sea ice concentrations at the low of each summer are related to absorption of sunlight by cloud cover at the top of the atmosphere in early summer, a phenomenon "" not represented in most of current climate models.""",5_1,neutral
19432,"The effect is harmless (to the contrary, CO2-increases and slight global warming are beneficial for man and thus desirable) and show that the overly alarmist prognoses for future climate developments as fully inappropriate.",3_3,approval
19437,"Also, IPCC has no rules for data archiving and sharing. This resulted in Phil Jones not making his raw temperature data available, even when critics asked for this data via FOI requests. IPCC nevertheless uses these data as one of the basic pillars in their global warming edifice.",5_2,neutral
19439,"The ISO-NE??s New England Wind Integration Study (NEWIS), published in December 2010 made clear that many favorable sites for wind development are remote from New England??s load centers and that development of these distant sites would require significant transmission development. According to NEWIS, developing 20% wind in New England would require 4,095 miles of new lines at an estimated cost of between $11 and $15 billion. Regulatory agencies have had full knowledge of the transmission constraints and costs since 2010 and yet you have made no attempt to address this issue through policy changes or course corrections. In 2013, the public is only now becoming aware that deployment of utility-scale wind generation is stressing the region??s grid, and making the management of generation sources more difficult.",4_4,realization
19440,"The collapse of A123 ""as well as the January bankruptcy of another electric-car-battery maker, Ener1, the recipient of a $118 million DOE grant ""provides yet another example of the Obama administration's costly and unsuccessful backing of the electric-car business.",4_2,neutral
19441,"Downplaying the facts, EPA used the situation to stir concerns about the safety of natural gas development. The same is true of the agencys involvement in last months rejection of the Keystone XL pipeline",5_2,neutral
19442,"Few people realize that by the geologic definition, the Earth is presently in an ice age that began 2.6 million years ago , because by the geologic definition there are ice caps on the North and South poles. Many much warmer periods in the past had no ice caps on either pole for millions of years, alligators were thriving in the Arctic , and Antarctica had the climate of the tropics today .",2_1,realization
19447,"One thing that helps explain some of this behavior is that there is a very strong social cost in academia to challenging global warming, so that even when findings in certain studies seem to undercut key pieces of the argument, the researches always add something like but of course this does not refute the basic theory of global warming at the end of the paper. In universities, being identified as having criticized catastrophic man-made global warming theory is sort of like standing up in a Harvard faculty meeting and announcing that one is a devout Baptist and a Sarah Palin supporter. So on the flip side, publicly declaring for climate catastrophe is a badge of honor and sophistication.",5_2,neutral
19449,Some CAGW proponents argument against the recent stall in the global warming trends with this graph called ???escalator??. Source: www.skepticalscience.com,1_4,neutral
19458,"Utility MACT has an unprecedented price tag EPA puts the cost of their rule at nearly $10 billion a year, while other sources project it will cost even more, making it the second most expensive rule in the Agency's history. This is second only to global warming cap and trade, which would be $300-400 billion tax increase. Can you believe it? This tax increase would cost the average family that pays federal income taxes over $3,000 each year. Now Utility MACT would tax each family over and the above cap-and-trade tax. Further, the rule will shutter 20 percent of America's coal-fired power capacity; this will inevitably result in higher electricity prices for every American.",4_1,surprise
19469,"At present, the polar bear is one of the best managed of the large arctic mammals. If all the arctic nations continue to abide by the terms and intent of the Polar Bear Agreement, the future of polar bears is secure.",3_2,optimism
19472,"Then Gore trotted out one of his favorite phrases, ???Global Warming Pollution??. This is his phrase for the naturally-occurring trace gas CO2, that is essential to all life on Earth. For good measure, he said that Methane might double the warming effect of CO2. No, Al, baby, it would make hardly any difference at all: there??s too little of it about, and it doesn??t survive very long in the atmosphere.",3_3,neutral
19473,"An updated list of at least29323638394151526364 65 66 excuses forthe 18-26 year statistically significant 'pause' in global warming , including recent scientific papers, media quotes, blogs, and related debunkings:",1_4,neutral
19474,UK Met Office data shows no warming for 16 years,1_4,neutral
19481,"The answer: 15 one-thousandths of a degree. Yes, you read that correctly. The effect would be too small even to be measured, let alone to affect sea levels and cyclones and all the rest. That number, by the way, is not some screwy calculation from the back of an envelope. It comes from the Environmental Protection Agency's own climate model, not that the EPA has ever admitted this publicly, obviously because it is embarrassing. That is why the EPA's benefit/cost ""analysis"" of its Clean Power Plan and the other components of its climate policy assumes a deeply dubious array of ""co-benefits"" in the form of particulate reductions and other impacts that are simply invented out of whole cloth or that already are counted as justifications for other regulatory policies. Without such machinations, the Climate Action Plan would collapse as a regulatory framework, because it is all cost and no benefit. Literally.",4_2,neutral
19482,Eighty-eight percent of the NOAA tide gauges show sea level rise rates lower than 3.1 mm/year. This applies for both currentlyactivetidegaugesand defunct ones. Almost all of the tide gauges which show 3.1 mm/year are in subduction zones.,1_6,neutral
19485,"Of course he??s not fooling anyone who knows what he actually said. Add that lack of warming does have to do with the state of global warming, and most knowledgeable people will grant Trenberth the benefit of the doubt, but should they? Ignorant people will be fooled, and Trenberth has a habit of misleading the ignorant.",5_2,annoyance
19488,"To fill in the huge gaps, those compiling the records have resorted to computerised infilling or homogenising, whereby the higher temperatures recorded by the remaining stations are projected out to vast surrounding areas (Giss allows single stations to give a reading covering 1.6 million square miles). This alone contributed to the sharp temperature rise shown in the years after 1990.",5_1,neutral
19494,"Let me be crystal clear, and speak directly to Hansen and other global warming alarmists. Any one of you who pushes for more expensive energy is hurting and impoverishing and killing the poor today . Whether through taxes or cap-and-trade or renewable subsidies or blocking drilling or any other way, increasing energy costs represent a highly regressive tax of the worst kind. And there is no escape at the bottom end, quite the opposite. The poorer you are, the harder it bites.",4_1,anger
19497,"Regardless, for the next 20-25 years, humanity will likely be in another cooling period, caused by the suns reduced energy output and the Pacific Decadal Oscillation. We are about 150 years into the modern warming. Since the shortest of these warm periods during the Halocene was 350 years, and they generally last 350 to 800 years, it is unlikely that we will enter another Little Ice Age for a couple more centuries.",1_2,realization
19498,"Even today,calling anthropogenic global warminga??fact?????meaning conclusively demonstrated ???would still be an exaggeration.",5_1,curiosity
19500,"In the words of the author, ""the similarity between solar irradiation changes and climate indicate a solar influence on the Scandinavian and Greenland climates."" In addition, the author concludes that ""the frequency and magnitude of changes in climate during the Holocene do not support the opinion that the climatic change of the last 100 years is unique."" In fact, he bluntly states that ""there is no evidence of a human influence so far.""",2_1,disapproval
